,inc1,inc2,weight
481,Shot - Dead,Home Invasion - subject/suspect/perpetrator injured,113.0
482,Shot - Dead,Child Involved Incident,684.0
483,Shot - Dead,Child injured self,0.0
484,Shot - Dead,Suicide - Attempt,175.0
485,Shot - Dead,Child killed by child,88.0
486,Shot - Dead,Self-Inflicted,330.0
487,Shot - Dead,School Shooting - elementary/secondary school,44.0
488,Shot - Dead,Officer Involved Incident - Weapon involved but no shots fired,66.0
489,Shot - Dead,"Defensive Use - Shots fired, no injury/death",23.0
490,Shot - Dead,Concealed Carry License - Victim,161.0
491,Shot - Dead,"Officer Involved Shooting - Shots fired, no injury",64.0
492,Shot - Dead,Accidental Shooting at a Business,55.0
493,Shot - Dead,Criminal act with stolen gun,236.0
494,Shot - Dead,Child killed self,165.0
495,Shot - Dead,Child picked up & fired gun,192.0
496,Shot - Dead,"Gun at school, no death/injury - elementary/secondary school",1.0
497,Shot - Dead,"Gun at school, no death/injury - university/college",1.0
498,Shot - Dead,Non-Aggression Incident,490.0
499,Shot - Dead,Defensive Use - WITHOUT a gun,104.0
500,Shot - Dead,Police Targeted,145.0
501,Shot - Dead,Defensive Use - Stand Your Ground/Castle Doctrine established,656.0
502,Shot - Dead,Playing with gun,485.0
503,Shot - Dead,Child injured by child,4.0
504,Shot - Dead,Officer Involved Shooting - subject/suspect/perpetrator unarmed,148.0
505,Shot - Dead,ShotSpotter,92.0
506,Shot - Dead,Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,113.0
507,Shot - Dead,Defensive Use - Good Samaritan/Third Party,139.0
508,Shot - Dead,LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite,286.0
509,Shot - Dead,Child killed,525.0
510,Shot - Dead,Child with gun - no shots fired,0.0
511,Shot - Dead,Gun shop robbery or burglary,7.0
512,Shot - Dead,Shootout,895.0
513,Shot - Dead,Guns stolen from law enforcement,18.0
514,Shot - Dead,Defensive use - No shots fired,9.0
515,Shot - Dead,Officer Involved Shooting - Bystander shot,53.0
516,Shot - Dead,Officer Involved Shooting - Bystander killed,31.0
517,Shot - Dead,Child injured,92.0
518,Shot - Dead,Gun buy back action,1.0
519,Shot - Dead,Terrorism Involvement,10.0
520,Shot - Dead,Officer Involved Shooting - Accidental discharge - no injury required,12.0
521,Shot - Dead,Mistaken ID ,29.0
522,Shot - Dead,Officer Involved Shooting - subject/suspect/perpetrator suicide by cop,142.0
523,Shot - Dead,Ghost gun,4.0
524,Shot - Dead,Political Violence,4.0
525,Gang involvement,Shots Fired - No Injuries,655.0
526,Gang involvement,Bar/club incident - in or around establishment,173.0
527,Gang involvement,Officer Involved Incident,254.0
528,Gang involvement,Officer Involved Shooting - subject/suspect/perpetrator killed,39.0
529,Gang involvement,Drug involvement,696.0
530,Gang involvement,Kidnapping/abductions/hostage,26.0
531,Gang involvement,Under the influence of alcohol or drugs,39.0
532,Gang involvement,Suicide,6.0
533,Gang involvement,Murder/Suicide,2.0
534,Gang involvement,Attempted Murder/Suicide,0.0
535,Gang involvement,Domestic Violence,26.0
536,Gang involvement,Home Invasion,55.0
537,Gang involvement,Home Invasion - Resident killed,16.0
538,Gang involvement,Armed robbery with injury/death and/or evidence of DGU found,94.0
539,Gang involvement,Drive-by,887.0
540,Gang involvement,Officer Involved Shooting - Officer shot,22.0
541,Gang involvement,Officer Involved Shooting - Officer killed,8.0
542,Gang involvement,Officer Involved Shooting - subject/suspect/perpetrator shot,50.0
543,Gang involvement,Officer Involved Shooting - subject/suspect/perpetrator suicide at standoff,4.0
544,Gang involvement,Spree Shooting,11.0
545,Gang involvement,Institution/Group/Business,103.0
546,Gang involvement,Animal shot/killed,3.0
547,Gang involvement,Home Invasion - Resident injured,27.0
548,Gang involvement,Mass Murder,5.0
549,Gang involvement,Concealed Carry License - Perpetrator,1.0
550,Gang involvement,Stolen/Illegally owned,306.0
551,Gang involvement,School Incident,26.0
552,Gang involvement,School Shooting - university/college,1.0
553,Gang involvement,Car-jacking,41.0
554,Gang involvement,Hate crime,1.0
555,Gang involvement,House party,36.0
556,Gang involvement,Defensive Use,48.0
557,Gang involvement,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",20.0
558,Gang involvement,Defensive Use - Victim stops crime,14.0
559,Gang involvement,Workplace shooting,0.0
560,Gang involvement,Assault weapon,91.0
561,Gang involvement,Pistol-whipping,31.0
562,Gang involvement,Implied Weapon,3.0
563,Gang involvement,Accidental Shooting,29.0
564,Gang involvement,Accidental Shooting - Injury,18.0
565,Gang involvement,Cleaning gun,0.0
566,Gang involvement,Brandishing/flourishing/open carry/lost/found,236.0
567,Gang involvement,Non-Shooting Incident,974.0
568,Gang involvement,ATF/LE Confiscation/Raid/Arrest,611.0
569,Gang involvement,Unlawful purchase/sale,52.0
570,Gang involvement,Accidental Shooting - Death,6.0
571,Gang involvement,BB/Pellet/Replica gun,5.0
572,Gang involvement,Hunting accident,0.0
573,Gang involvement,Road rage,17.0
574,Gang involvement,Home Invasion - No death or injury,15.0
575,Gang involvement,Accidental/Negligent Discharge,26.0
576,Gang involvement,"Shots fired, no action",41.0
577,Gang involvement,Sex crime involving firearm,2.0
578,Gang involvement,TSA Action,1.0
579,Gang involvement,Thought gun was unloaded,0.0
580,Gang involvement,stolen from owner,45.0
581,Gang involvement,Gun range/gun shop/gun show shooting,3.0
582,Gang involvement,Home Invasion - subject/suspect/perpetrator killed,7.0
583,Gang involvement,Home Invasion - subject/suspect/perpetrator injured,3.0
584,Gang involvement,Child Involved Incident,58.0
585,Gang involvement,Child injured self,0.0
586,Gang involvement,Suicide - Attempt,0.0
587,Gang involvement,Child killed by child,0.0
588,Gang involvement,Self-Inflicted,10.0
589,Gang involvement,School Shooting - elementary/secondary school,3.0
590,Gang involvement,Officer Involved Incident - Weapon involved but no shots fired,107.0
591,Gang involvement,"Defensive Use - Shots fired, no injury/death",9.0
592,Gang involvement,Concealed Carry License - Victim,4.0
593,Gang involvement,"Officer Involved Shooting - Shots fired, no injury",31.0
594,Gang involvement,Accidental Shooting at a Business,0.0
595,Gang involvement,Criminal act with stolen gun,79.0
596,Gang involvement,Child killed self,0.0
597,Gang involvement,Child picked up & fired gun,0.0
598,Gang involvement,"Gun at school, no death/injury - elementary/secondary school",18.0
599,Gang involvement,"Gun at school, no death/injury - university/college",0.0
600,Gang involvement,Non-Aggression Incident,31.0
601,Gang involvement,Defensive Use - WITHOUT a gun,3.0
602,Gang involvement,Police Targeted,12.0
603,Gang involvement,Defensive Use - Stand Your Ground/Castle Doctrine established,8.0
604,Gang involvement,Playing with gun,3.0
605,Gang involvement,Child injured by child,0.0
606,Gang involvement,Officer Involved Shooting - subject/suspect/perpetrator unarmed,4.0
607,Gang involvement,ShotSpotter,12.0
608,Gang involvement,Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,18.0
609,Gang involvement,Defensive Use - Good Samaritan/Third Party,6.0
610,Gang involvement,LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite,33.0
611,Gang involvement,Child killed,18.0
612,Gang involvement,Child with gun - no shots fired,1.0
613,Gang involvement,Gun shop robbery or burglary,2.0
614,Gang involvement,Shootout,113.0
615,Gang involvement,Guns stolen from law enforcement,1.0
616,Gang involvement,Defensive use - No shots fired,1.0
617,Gang involvement,Officer Involved Shooting - Bystander shot,0.0
618,Gang involvement,Officer Involved Shooting - Bystander killed,0.0
619,Gang involvement,Child injured,36.0
620,Gang involvement,Gun buy back action,0.0
621,Gang involvement,Terrorism Involvement,0.0
622,Gang involvement,Officer Involved Shooting - Accidental discharge - no injury required,0.0
623,Gang involvement,Mistaken ID ,0.0
624,Gang involvement,Officer Involved Shooting - subject/suspect/perpetrator suicide by cop,1.0
625,Gang involvement,Ghost gun,1.0
626,Gang involvement,Political Violence,0.0
627,Shots Fired - No Injuries,Bar/club incident - in or around establishment,690.0
628,Shots Fired - No Injuries,Officer Involved Incident,3860.0
629,Shots Fired - No Injuries,Officer Involved Shooting - subject/suspect/perpetrator killed,58.0
630,Shots Fired - No Injuries,Drug involvement,1332.0
631,Shots Fired - No Injuries,Kidnapping/abductions/hostage,304.0
632,Shots Fired - No Injuries,Under the influence of alcohol or drugs,961.0
633,Shots Fired - No Injuries,Suicide,62.0
634,Shots Fired - No Injuries,Murder/Suicide,10.0
635,Shots Fired - No Injuries,Attempted Murder/Suicide,5.0
636,Shots Fired - No Injuries,Domestic Violence,1581.0
637,Shots Fired - No Injuries,Home Invasion,1204.0
638,Shots Fired - No Injuries,Home Invasion - Resident killed,5.0
639,Shots Fired - No Injuries,Armed robbery with injury/death and/or evidence of DGU found,1083.0
640,Shots Fired - No Injuries,Drive-by,4150.0
641,Shots Fired - No Injuries,Officer Involved Shooting - Officer shot,10.0
642,Shots Fired - No Injuries,Officer Involved Shooting - Officer killed,1.0
643,Shots Fired - No Injuries,Officer Involved Shooting - subject/suspect/perpetrator shot,58.0
644,Shots Fired - No Injuries,Officer Involved Shooting - subject/suspect/perpetrator suicide at standoff,16.0
645,Shots Fired - No Injuries,Spree Shooting,91.0
646,Shots Fired - No Injuries,Institution/Group/Business,1680.0
647,Shots Fired - No Injuries,Animal shot/killed,102.0
648,Shots Fired - No Injuries,Home Invasion - Resident injured,100.0
649,Shots Fired - No Injuries,Mass Murder,0.0
650,Shots Fired - No Injuries,Concealed Carry License - Perpetrator,119.0
651,Shots Fired - No Injuries,Stolen/Illegally owned,794.0
652,Shots Fired - No Injuries,School Incident,260.0
653,Shots Fired - No Injuries,School Shooting - university/college,46.0
654,Shots Fired - No Injuries,Car-jacking,325.0
655,Shots Fired - No Injuries,Hate crime,26.0
656,Shots Fired - No Injuries,House party,79.0
657,Shots Fired - No Injuries,Defensive Use,1243.0
658,Shots Fired - No Injuries,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",37.0
659,Shots Fired - No Injuries,Defensive Use - Victim stops crime,543.0
660,Shots Fired - No Injuries,Workplace shooting,27.0
661,Shots Fired - No Injuries,Assault weapon,280.0
662,Shots Fired - No Injuries,Pistol-whipping,451.0
663,Shots Fired - No Injuries,Implied Weapon,38.0
664,Shots Fired - No Injuries,Accidental Shooting,755.0
665,Shots Fired - No Injuries,Accidental Shooting - Injury,16.0
666,Shots Fired - No Injuries,Cleaning gun,75.0
667,Shots Fired - No Injuries,Brandishing/flourishing/open carry/lost/found,1778.0
668,Shots Fired - No Injuries,Non-Shooting Incident,592.0
669,Shots Fired - No Injuries,ATF/LE Confiscation/Raid/Arrest,1380.0
670,Shots Fired - No Injuries,Unlawful purchase/sale,18.0
671,Shots Fired - No Injuries,Accidental Shooting - Death,3.0
672,Shots Fired - No Injuries,BB/Pellet/Replica gun,271.0
673,Shots Fired - No Injuries,Hunting accident,24.0
674,Shots Fired - No Injuries,Road rage,627.0
675,Shots Fired - No Injuries,Home Invasion - No death or injury,1078.0
676,Shots Fired - No Injuries,Accidental/Negligent Discharge,699.0
677,Shots Fired - No Injuries,"Shots fired, no action",826.0
678,Shots Fired - No Injuries,Sex crime involving firearm,23.0
679,Shots Fired - No Injuries,TSA Action,1.0
680,Shots Fired - No Injuries,Thought gun was unloaded,41.0
681,Shots Fired - No Injuries,stolen from owner,222.0
682,Shots Fired - No Injuries,Gun range/gun shop/gun show shooting,32.0
683,Shots Fired - No Injuries,Home Invasion - subject/suspect/perpetrator killed,1.0
684,Shots Fired - No Injuries,Home Invasion - subject/suspect/perpetrator injured,6.0
685,Shots Fired - No Injuries,Child Involved Incident,77.0
686,Shots Fired - No Injuries,Child injured self,0.0
687,Shots Fired - No Injuries,Suicide - Attempt,31.0
688,Shots Fired - No Injuries,Child killed by child,0.0
689,Shots Fired - No Injuries,Self-Inflicted,3.0
690,Shots Fired - No Injuries,School Shooting - elementary/secondary school,76.0
691,Shots Fired - No Injuries,Officer Involved Incident - Weapon involved but no shots fired,301.0
692,Shots Fired - No Injuries,"Defensive Use - Shots fired, no injury/death",698.0
693,Shots Fired - No Injuries,Concealed Carry License - Victim,85.0
694,Shots Fired - No Injuries,"Officer Involved Shooting - Shots fired, no injury",2686.0
695,Shots Fired - No Injuries,Accidental Shooting at a Business,150.0
696,Shots Fired - No Injuries,Criminal act with stolen gun,448.0
697,Shots Fired - No Injuries,Child killed self,0.0
698,Shots Fired - No Injuries,Child picked up & fired gun,35.0
699,Shots Fired - No Injuries,"Gun at school, no death/injury - elementary/secondary school",77.0
700,Shots Fired - No Injuries,"Gun at school, no death/injury - university/college",42.0
701,Shots Fired - No Injuries,Non-Aggression Incident,170.0
702,Shots Fired - No Injuries,Defensive Use - WITHOUT a gun,203.0
703,Shots Fired - No Injuries,Police Targeted,262.0
704,Shots Fired - No Injuries,Defensive Use - Stand Your Ground/Castle Doctrine established,108.0
705,Shots Fired - No Injuries,Playing with gun,47.0
706,Shots Fired - No Injuries,Child injured by child,0.0
707,Shots Fired - No Injuries,Officer Involved Shooting - subject/suspect/perpetrator unarmed,48.0
708,Shots Fired - No Injuries,ShotSpotter,454.0
709,Shots Fired - No Injuries,Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,799.0
710,Shots Fired - No Injuries,Defensive Use - Good Samaritan/Third Party,90.0
711,Shots Fired - No Injuries,LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite,404.0
712,Shots Fired - No Injuries,Child killed,2.0
713,Shots Fired - No Injuries,Child with gun - no shots fired,0.0
714,Shots Fired - No Injuries,Gun shop robbery or burglary,15.0
715,Shots Fired - No Injuries,Shootout,505.0
716,Shots Fired - No Injuries,Guns stolen from law enforcement,14.0
717,Shots Fired - No Injuries,Defensive use - No shots fired,20.0
718,Shots Fired - No Injuries,Officer Involved Shooting - Bystander shot,0.0
719,Shots Fired - No Injuries,Officer Involved Shooting - Bystander killed,0.0
720,Shots Fired - No Injuries,Child injured,1.0
721,Shots Fired - No Injuries,Gun buy back action,0.0
722,Shots Fired - No Injuries,Terrorism Involvement,0.0
723,Shots Fired - No Injuries,Officer Involved Shooting - Accidental discharge - no injury required,85.0
724,Shots Fired - No Injuries,Mistaken ID ,5.0
725,Shots Fired - No Injuries,Officer Involved Shooting - subject/suspect/perpetrator suicide by cop,1.0
726,Shots Fired - No Injuries,Ghost gun,4.0
727,Shots Fired - No Injuries,Political Violence,2.0
728,Bar/club incident - in or around establishment,Officer Involved Incident,201.0
729,Bar/club incident - in or around establishment,Officer Involved Shooting - subject/suspect/perpetrator killed,44.0
730,Bar/club incident - in or around establishment,Drug involvement,97.0
731,Bar/club incident - in or around establishment,Kidnapping/abductions/hostage,15.0
732,Bar/club incident - in or around establishment,Under the influence of alcohol or drugs,146.0
